PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Cluster,Sleep_Quality_Binary
-0.74022064539327,0.23420986614149475,0.0491276128344615,-0.9056805507771077,-1.4501518485883451,-0.28703812000317597,-0.7115136358750513,-0.13509614917021184,-0.2110178590828804,0.08120213442187645,0,1
-0.09924930664436746,-0.38957212268629204,-0.7795126312501663,1.0807195667468736,0.9068742564083524,0.1018302080007542,0.7424446401276017,0.8421066917525879,0.19026207308454166,-0.02090514880043705,1,0
1.285087082739954,0.047929712995886505,1.7251872000453605,-0.7510398949254472,-0.26328935474285015,0.14833231481044556,0.6766027798544657,-0.13932021548149914,-0.19545962795075703,0.07330623508717894,1,1
-2.355544366840223,0.23094727152086425,1.7238335915289558,0.6671287819841631,-0.6962520912419172,1.02591827590827,0.7616423496407653,0.8215191833902733,0.1947820821229693,0.00020515578415450722,0,0
0.29237487560520836,-0.004096011104145921,2.4827771485184567,-0.7662010324513182,-0.11640153217631007,-0.211058944264074,0.6686830202402096,-0.389156580034388,0.8168744743013904,-0.06039384181562445,1,1
0.008021093781371872,0.4655909857935797,-1.4248030689243267,-0.314175685943354,0.9400942661146605,2.348425672050872,0.6885687651187858,0.8373628672173665,0.1776881459521627,-0.04845751333703828,1,1
0.011993332534697533,-1.54186536750132,-0.035213672868348145,-1.112798633752125,-0.6620549203889413,-0.1254277908570668,0.6790529420752591,-0.40244328556314996,0.8258444595283746,-0.06520087035490454,1,1
-2.389615888261338,-0.512747996763024,0.5496768028500029,0.9045170140775545,0.3451351263186372,-1.3326420407539394,0.7365359654915699,-0.41113926258653694,0.8475080241842649,-0.05758855482018857,0,1
0.9679281253605261,0.06313543048333563,1.7412774324740934,0.7224375072187331,-0.7771554769173118,0.9254971884751719,0.7205226329176013,-0.20417448398886456,-0.2670066582273812,0.715819077778575,1,0
-0.21849664286902962,0.5844834665599785,0.02662131147138953,0.039565665951779086,-0.01599330844715779,2.150906595628555,-0.03455086492106961,-0.06824633188036769,-0.10121968154841449,0.014730264682271704,0,0
2.8161141416818642,0.2106952357094659,-2.475858374867844,-0.8278151755574724,0.13408894404409435,-0.3826884542155701,0.6542985457132371,-0.034997267192973774,-0.021616470171545055,0.0021929619489016797,1,1
-1.478453858567778,-0.2552884693945555,0.4131078483034189,1.000188973649101,0.6079938356821852,-1.2403287881828375,-0.6539641383950323,0.867052532098104,0.17025434413998097,0.0024048485888399744,0,1
1.883298265660153,0.24628862632135665,-0.15136350824140923,-0.12748063705548948,-1.298364445472739,0.9578464980846755,-0.011557115397697833,-0.1196432272487627,-0.4450925093187058,-0.726961021892721,1,0
